,word,meaning,source
1626,some,,https://api.dictionaryapi.dev/api/v2/entries/en/some
1627,somebody,,https://api.dictionaryapi.dev/api/v2/entries/en/somebody
1628,someone,,https://api.dictionaryapi.dev/api/v2/entries/en/someone
1629,something,"('An object whose nature is yet to be defined.',)",https://api.dictionaryapi.dev/api/v2/entries/en/something
1630,sometimes,"('Former; sometime.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sometimes
1631,somewhat,"('More or less; a certain quantity or degree; a part, more or less; something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/somewhat
1632,somewhere,"('Unspecified or unknown (unlocated) place or location.',)",https://api.dictionaryapi.dev/api/v2/entries/en/somewhere
1633,son,"(""One's male offspring."",)",https://api.dictionaryapi.dev/api/v2/entries/en/son
1634,song,,https://api.dictionaryapi.dev/api/v2/entries/en/song
1635,soon,,https://api.dictionaryapi.dev/api/v2/entries/en/soon
1636,sophisticated,"('To make less natural or innocent.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sophisticated
1637,sorry,,https://api.dictionaryapi.dev/api/v2/entries/en/sorry
1638,sort,"('A general type.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sort
1639,sound,,https://api.dictionaryapi.dev/api/v2/entries/en/sound
1640,source,,https://api.dictionaryapi.dev/api/v2/entries/en/source
1641,south,,https://api.dictionaryapi.dev/api/v2/entries/en/south
1642,southern,,https://api.dictionaryapi.dev/api/v2/entries/en/southern
1643,space,"('(heading) Of time.',)",https://api.dictionaryapi.dev/api/v2/entries/en/space
1644,spare,,https://api.dictionaryapi.dev/api/v2/entries/en/spare
1645,speak,,https://api.dictionaryapi.dev/api/v2/entries/en/speak
1646,speaker,,https://api.dictionaryapi.dev/api/v2/entries/en/speaker
1647,special,,https://api.dictionaryapi.dev/api/v2/entries/en/special
1648,specialist,,https://api.dictionaryapi.dev/api/v2/entries/en/specialist
1649,specific,,https://api.dictionaryapi.dev/api/v2/entries/en/specific
1650,specifically,,https://api.dictionaryapi.dev/api/v2/entries/en/specifically
1651,speech,,https://api.dictionaryapi.dev/api/v2/entries/en/speech
1652,speed,"('The state of moving quickly or the capacity for rapid motion; rapidity.',)",https://api.dictionaryapi.dev/api/v2/entries/en/speed
1653,spend,,https://api.dictionaryapi.dev/api/v2/entries/en/spend
1654,spirit,,https://api.dictionaryapi.dev/api/v2/entries/en/spirit
1655,spiritual,,https://api.dictionaryapi.dev/api/v2/entries/en/spiritual
1656,split,"('A crack or longitudinal fissure.',)",https://api.dictionaryapi.dev/api/v2/entries/en/split
1657,spokesman,,https://api.dictionaryapi.dev/api/v2/entries/en/spokesman
1658,sport,,https://api.dictionaryapi.dev/api/v2/entries/en/sport
1659,spot,,https://api.dictionaryapi.dev/api/v2/entries/en/spot
1660,spread,,https://api.dictionaryapi.dev/api/v2/entries/en/spread
1661,spring,,https://api.dictionaryapi.dev/api/v2/entries/en/spring
1662,square,,https://api.dictionaryapi.dev/api/v2/entries/en/square
1663,stable,,https://api.dictionaryapi.dev/api/v2/entries/en/stable
1664,staff,"('(plural staffs or staves) A long, straight, thick wooden rod or stick, especially one used to assist in walking.',)",https://api.dictionaryapi.dev/api/v2/entries/en/staff
1665,stage,,https://api.dictionaryapi.dev/api/v2/entries/en/stage
1666,stand,,https://api.dictionaryapi.dev/api/v2/entries/en/stand
1667,standard,,https://api.dictionaryapi.dev/api/v2/entries/en/standard
1668,standing,,https://api.dictionaryapi.dev/api/v2/entries/en/standing
1669,star,,https://api.dictionaryapi.dev/api/v2/entries/en/star
1670,stare,,https://api.dictionaryapi.dev/api/v2/entries/en/stare
1671,start,,https://api.dictionaryapi.dev/api/v2/entries/en/start
1672,state,,https://api.dictionaryapi.dev/api/v2/entries/en/state
1673,statement,,https://api.dictionaryapi.dev/api/v2/entries/en/statement
1674,station,,https://api.dictionaryapi.dev/api/v2/entries/en/station
1675,status,,https://api.dictionaryapi.dev/api/v2/entries/en/status
1676,stay,,https://api.dictionaryapi.dev/api/v2/entries/en/stay
1677,steady,,https://api.dictionaryapi.dev/api/v2/entries/en/steady
1678,step,,https://api.dictionaryapi.dev/api/v2/entries/en/step
1679,stick,,https://api.dictionaryapi.dev/api/v2/entries/en/stick
1680,still,,https://api.dictionaryapi.dev/api/v2/entries/en/still
1681,stock,,https://api.dictionaryapi.dev/api/v2/entries/en/stock
1682,stomach,,https://api.dictionaryapi.dev/api/v2/entries/en/stomach
1683,stone,,https://api.dictionaryapi.dev/api/v2/entries/en/stone
1684,stop,,https://api.dictionaryapi.dev/api/v2/entries/en/stop
1685,store,,https://api.dictionaryapi.dev/api/v2/entries/en/store
1686,storm,,https://api.dictionaryapi.dev/api/v2/entries/en/storm
1687,story,,https://api.dictionaryapi.dev/api/v2/entries/en/story
1688,straight,,https://api.dictionaryapi.dev/api/v2/entries/en/straight
1689,strain,,https://api.dictionaryapi.dev/api/v2/entries/en/strain
1690,strange,,https://api.dictionaryapi.dev/api/v2/entries/en/strange
1691,stranger,,https://api.dictionaryapi.dev/api/v2/entries/en/stranger
1692,strategy,,https://api.dictionaryapi.dev/api/v2/entries/en/strategy
1693,stream,,https://api.dictionaryapi.dev/api/v2/entries/en/stream
1694,street,,https://api.dictionaryapi.dev/api/v2/entries/en/street
1695,strength,,https://api.dictionaryapi.dev/api/v2/entries/en/strength
1696,stress,,https://api.dictionaryapi.dev/api/v2/entries/en/stress
1697,stretch,,https://api.dictionaryapi.dev/api/v2/entries/en/stretch
1698,strike,,https://api.dictionaryapi.dev/api/v2/entries/en/strike
1699,string,,https://api.dictionaryapi.dev/api/v2/entries/en/string
1700,strip,,https://api.dictionaryapi.dev/api/v2/entries/en/strip
1701,stroke,,https://api.dictionaryapi.dev/api/v2/entries/en/stroke
1702,strong,,https://api.dictionaryapi.dev/api/v2/entries/en/strong
1703,strongly,,https://api.dictionaryapi.dev/api/v2/entries/en/strongly
1704,structure,,https://api.dictionaryapi.dev/api/v2/entries/en/structure
1705,struggle,,https://api.dictionaryapi.dev/api/v2/entries/en/struggle
1706,student,,https://api.dictionaryapi.dev/api/v2/entries/en/student
1707,studio,,https://api.dictionaryapi.dev/api/v2/entries/en/studio
1708,study,,https://api.dictionaryapi.dev/api/v2/entries/en/study
1709,stuff,,https://api.dictionaryapi.dev/api/v2/entries/en/stuff
1710,stupid,,https://api.dictionaryapi.dev/api/v2/entries/en/stupid
1711,style,,https://api.dictionaryapi.dev/api/v2/entries/en/style
1712,subject,,https://api.dictionaryapi.dev/api/v2/entries/en/subject
1713,submit,,https://api.dictionaryapi.dev/api/v2/entries/en/submit
1714,subsequent,,https://api.dictionaryapi.dev/api/v2/entries/en/subsequent
1715,substance,,https://api.dictionaryapi.dev/api/v2/entries/en/substance
1716,substitute,,https://api.dictionaryapi.dev/api/v2/entries/en/substitute
1717,succeed,,https://api.dictionaryapi.dev/api/v2/entries/en/succeed
1718,success,,https://api.dictionaryapi.dev/api/v2/entries/en/success
1719,successful,,https://api.dictionaryapi.dev/api/v2/entries/en/successful
1720,such,,https://api.dictionaryapi.dev/api/v2/entries/en/such
1721,sudden,,https://api.dictionaryapi.dev/api/v2/entries/en/sudden
1722,suddenly,,https://api.dictionaryapi.dev/api/v2/entries/en/suddenly
1723,suffer,,https://api.dictionaryapi.dev/api/v2/entries/en/suffer
1724,sufficient,,https://api.dictionaryapi.dev/api/v2/entries/en/sufficient
1725,sugar,,https://api.dictionaryapi.dev/api/v2/entries/en/sugar
1726,suggest,,https://api.dictionaryapi.dev/api/v2/entries/en/suggest
1727,suggestion,,https://api.dictionaryapi.dev/api/v2/entries/en/suggestion
1728,summer,,https://api.dictionaryapi.dev/api/v2/entries/en/summer
1729,summit,,https://api.dictionaryapi.dev/api/v2/entries/en/summit
1730,sun,,https://api.dictionaryapi.dev/api/v2/entries/en/sun
1731,supply,,https://api.dictionaryapi.dev/api/v2/entries/en/supply
1732,support,,https://api.dictionaryapi.dev/api/v2/entries/en/support
1733,supporter,,https://api.dictionaryapi.dev/api/v2/entries/en/supporter
1734,suppose,,https://api.dictionaryapi.dev/api/v2/entries/en/suppose
1735,sure,,https://api.dictionaryapi.dev/api/v2/entries/en/sure
1736,surely,,https://api.dictionaryapi.dev/api/v2/entries/en/surely
1737,surface,,https://api.dictionaryapi.dev/api/v2/entries/en/surface
1738,surgery,,https://api.dictionaryapi.dev/api/v2/entries/en/surgery
1739,surprise,,https://api.dictionaryapi.dev/api/v2/entries/en/surprise
1740,surprised,,https://api.dictionaryapi.dev/api/v2/entries/en/surprised
1741,surprising,,https://api.dictionaryapi.dev/api/v2/entries/en/surprising
1742,surround,,https://api.dictionaryapi.dev/api/v2/entries/en/surround
1743,survey,,https://api.dictionaryapi.dev/api/v2/entries/en/survey
1744,survive,,https://api.dictionaryapi.dev/api/v2/entries/en/survive
1745,suspect,,https://api.dictionaryapi.dev/api/v2/entries/en/suspect
1746,suspend,,https://api.dictionaryapi.dev/api/v2/entries/en/suspend
1747,sustain,,https://api.dictionaryapi.dev/api/v2/entries/en/sustain
1748,swallow,,https://api.dictionaryapi.dev/api/v2/entries/en/swallow
1749,swear,,https://api.dictionaryapi.dev/api/v2/entries/en/swear
1750,sweep,,https://api.dictionaryapi.dev/api/v2/entries/en/sweep
1751,sweet,,https://api.dictionaryapi.dev/api/v2/entries/en/sweet
1752,swim,,https://api.dictionaryapi.dev/api/v2/entries/en/swim
1753,swing,,https://api.dictionaryapi.dev/api/v2/entries/en/swing
1754,switch,,https://api.dictionaryapi.dev/api/v2/entries/en/switch
1755,symbol,,https://api.dictionaryapi.dev/api/v2/entries/en/symbol
1756,system,"('A collection of organized things; a whole composed of relationships among its members.',)",https://api.dictionaryapi.dev/api/v2/entries/en/system
1757,table,,https://api.dictionaryapi.dev/api/v2/entries/en/table
1758,tail,,https://api.dictionaryapi.dev/api/v2/entries/en/tail
1759,take,,https://api.dictionaryapi.dev/api/v2/entries/en/take
1760,tale,,https://api.dictionaryapi.dev/api/v2/entries/en/tale
1761,talk,,https://api.dictionaryapi.dev/api/v2/entries/en/talk
1762,tall,"('(possibly nonstandard) Someone or something that is tall.',)",https://api.dictionaryapi.dev/api/v2/entries/en/tall
1763,tank,,https://api.dictionaryapi.dev/api/v2/entries/en/tank
1764,tap,,https://api.dictionaryapi.dev/api/v2/entries/en/tap
1765,tape,,https://api.dictionaryapi.dev/api/v2/entries/en/tape
1766,target,"('A butt or mark to shoot at, as for practice, or to test the accuracy of a firearm, or the force of a projectile.',)",https://api.dictionaryapi.dev/api/v2/entries/en/target
1767,task,,https://api.dictionaryapi.dev/api/v2/entries/en/task
1768,taste,,https://api.dictionaryapi.dev/api/v2/entries/en/taste
1769,tax,,https://api.dictionaryapi.dev/api/v2/entries/en/tax
1770,teach,,https://api.dictionaryapi.dev/api/v2/entries/en/teach
1771,teacher,"('A person who teaches, especially one employed in a school.',)",https://api.dictionaryapi.dev/api/v2/entries/en/teacher
1772,teaching,"('Something taught by a religious or philosophical authority.',)",https://api.dictionaryapi.dev/api/v2/entries/en/teaching
1773,team,,https://api.dictionaryapi.dev/api/v2/entries/en/team
1774,tear,,https://api.dictionaryapi.dev/api/v2/entries/en/tear
1775,technical,,https://api.dictionaryapi.dev/api/v2/entries/en/technical
1776,technique,"('The practical aspects of a given art, occupation etc.; formal requirements.',)",https://api.dictionaryapi.dev/api/v2/entries/en/technique
1777,technology,,https://api.dictionaryapi.dev/api/v2/entries/en/technology
1778,teenager,,https://api.dictionaryapi.dev/api/v2/entries/en/teenager
1779,telephone,"('A telecommunication device (originally mechanical, and now electronic) used for two-way talking with another person (now often shortened to phone).',)",https://api.dictionaryapi.dev/api/v2/entries/en/telephone
1780,tell,,https://api.dictionaryapi.dev/api/v2/entries/en/tell
1781,temperature,"('A measure of cold or heat, often measurable with a thermometer.',)",https://api.dictionaryapi.dev/api/v2/entries/en/temperature
1782,temporary,,https://api.dictionaryapi.dev/api/v2/entries/en/temporary
1783,ten,,https://api.dictionaryapi.dev/api/v2/entries/en/ten
1784,tend,"('(Old English law) To make a tender of; to offer or tender.',)",https://api.dictionaryapi.dev/api/v2/entries/en/tend
1785,tendency,,https://api.dictionaryapi.dev/api/v2/entries/en/tendency
1786,tennis,"('A sport played by two players (or four in doubles), who alternately strike the ball over a net using racquets.',)",https://api.dictionaryapi.dev/api/v2/entries/en/tennis
1787,tension,,https://api.dictionaryapi.dev/api/v2/entries/en/tension
1788,tent,,https://api.dictionaryapi.dev/api/v2/entries/en/tent
1789,term,,https://api.dictionaryapi.dev/api/v2/entries/en/term
1790,terms,,https://api.dictionaryapi.dev/api/v2/entries/en/terms
1791,terrible,,https://api.dictionaryapi.dev/api/v2/entries/en/terrible
1792,test,,https://api.dictionaryapi.dev/api/v2/entries/en/test
1793,text,,https://api.dictionaryapi.dev/api/v2/entries/en/text
1794,than,"('At that time; then.',)",https://api.dictionaryapi.dev/api/v2/entries/en/than
1795,thank,,https://api.dictionaryapi.dev/api/v2/entries/en/thank
1796,that,,https://api.dictionaryapi.dev/api/v2/entries/en/that
1797,the,"('With a comparative or with more and a verb phrase, establishes a correlation with one or more other such comparatives.',)",https://api.dictionaryapi.dev/api/v2/entries/en/the
1798,theater,,https://api.dictionaryapi.dev/api/v2/entries/en/theater
1799,their,,https://api.dictionaryapi.dev/api/v2/entries/en/their
1800,them,"('(plural) Those ones.',)",https://api.dictionaryapi.dev/api/v2/entries/en/them
1801,theme,,https://api.dictionaryapi.dev/api/v2/entries/en/theme
1802,themselves,,https://api.dictionaryapi.dev/api/v2/entries/en/themselves
1803,then,"('Used in comparisons, to introduce the basis of comparison.',)",https://api.dictionaryapi.dev/api/v2/entries/en/then
1804,theory,,https://api.dictionaryapi.dev/api/v2/entries/en/theory
1805,therapy,,https://api.dictionaryapi.dev/api/v2/entries/en/therapy
1806,there,,https://api.dictionaryapi.dev/api/v2/entries/en/there
1807,therefore,,https://api.dictionaryapi.dev/api/v2/entries/en/therefore
1808,these,,https://api.dictionaryapi.dev/api/v2/entries/en/these
1809,they,"('(the third-person plural) A group of people, animals, plants or objects previously mentioned.',)",https://api.dictionaryapi.dev/api/v2/entries/en/they
1810,thick,"('The thickest, or most active or intense, part of something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/thick
1811,thin,,https://api.dictionaryapi.dev/api/v2/entries/en/thin
1812,thing,"('That which is considered to exist as a separate entity, object, quality or concept.',)",https://api.dictionaryapi.dev/api/v2/entries/en/thing
1813,think,,https://api.dictionaryapi.dev/api/v2/entries/en/think
1814,third,"('The person or thing in the third position.',)",https://api.dictionaryapi.dev/api/v2/entries/en/third
1815,thirsty,"('Needing to drink.',)",https://api.dictionaryapi.dev/api/v2/entries/en/thirsty
1816,this,"('Something being indicated that is here; one of these.',)",https://api.dictionaryapi.dev/api/v2/entries/en/this
